"","Price","Beds","Baths","sq.ft","Floor","Move_in_date","building_id","unit_id","URL","Day_Recorded","Amenity","Apartment.Name","Address","City","Units","Northern_Exposure","Southern_Exposure","Eastern_Exposure","Western_Exposure","Balcony","Walk_In_Closet","Fireplace","City_Skyline","Kitchen_Island","Stainless_Appliances","Renovated","Office_Space","Days_Till_Available","Day_of_the_week_recorded","Unique_ID"
"439",3751,1,1,642,17,"2021-07-17","180","17H 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","9 Foot Ceilings
                        

                            Eastern Exposure
                        

                            Kitchen Backsplash","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,0,0,1,0,0,0,0,0,0,0,0,0,0,"Wednesday","18017H
180RiversideBoulevardApartments"
"440",3791,1,1,662,5,"2021-07-30","180","5S 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","VIew of Hudson River
                        

                            Western Exposure","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,0,0,0,1,0,0,0,0,0,0,0,0,13,"Wednesday","1805S
180RiversideBoulevardApartments"
"441",3810,1,1,686,11,"2021-09-08","180","11D 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","Bay Window
                        

                            Eastern Exposure
                        

                            Window in Kitchen","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,0,0,1,0,0,0,0,0,0,0,0,0,53,"Wednesday","18011D
180RiversideBoulevardApartments"
"442",3954,1,1,629,15,"2021-09-09","180","15V 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","Kitchen Backsplash
                        

                            VIew of Hudson River
                        

                            Western Exposure","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,0,0,0,1,0,0,0,0,0,0,0,0,54,"Wednesday","18015V
180RiversideBoulevardApartments"
"443",4065,1,1,653,16,"2021-08-21","180","16T 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","Kitchen Backsplash
                        

                            VIew of Hudson River
                        

                            Western Exposure","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,0,0,0,1,0,0,0,0,0,0,0,0,35,"Wednesday","18016T
180RiversideBoulevardApartments"
"444",5029,1,1,958,25,"2021-07-17","180","25B 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","Bay Window
                        

                            Eastern Exposure
                        

                            Northern Exposure
                        

                            Stackable Washer and Dryer
                        

                            View of Manhattan Skyline
                        

                            Western Exposure","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,1,0,1,1,0,0,0,0,0,0,0,0,0,"Wednesday","18025B
180RiversideBoulevardApartments"
"445",5054,1,1,958,22,"2021-10-06","180","22B 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","Bay Window
                        

                            Eastern Exposure
                        

                            Kitchen Backsplash
                        

                            Northern Exposure
                        

                            Stackable Washer and Dryer
                        

                            View of Manhattan Skyline","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,1,0,1,0,0,0,0,0,0,0,0,0,81,"Wednesday","18022B
180RiversideBoulevardApartments"
"446",5060,1,1,946,34,"2021-07-17","180","34F 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","Kitchen Backsplash
                        

                            Stackable Washer and Dryer
                        

                            VIew of Hudson River
                        

                            Western Exposure","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,0,0,0,1,0,0,0,0,0,0,0,0,0,"Wednesday","18034F
180RiversideBoulevardApartments"
"447",4834,2,1,870,6,"2021-07-29","180","606 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","Eastern Exposure
                        

                            In Low-Rise Building
                        

                            Northern Exposure","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,1,0,1,0,0,0,0,0,0,0,0,0,12,"Wednesday","180606
180RiversideBoulevardApartments"
"448",5543,2,2,961,19,"2021-07-17","180","19C 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","Eastern Exposure","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,0,0,1,0,0,0,0,0,0,0,0,0,0,"Wednesday","18019C
180RiversideBoulevardApartments"
"449",6047,2,2,1060,16,"2021-09-07","180","16K 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","Bay Window
                        

                            Eastern Exposure
                        

                            Kitchen Backsplash
                        

                            Northern Exposure","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,1,0,1,0,0,0,0,0,0,0,0,0,52,"Wednesday","18016K
180RiversideBoulevardApartments"
"450",6452,2,2,1221,20,"2021-07-17","180","20A 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","9 Foot Ceilings
                        

                            Bay Window
                        

                            Kitchen Backsplash
                        

                            Northern Exposure
                        

                            VIew of Hudson River
                        

                            Western Exposure
                        

                            Window in Kitchen","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,1,0,0,1,0,0,0,0,0,0,0,0,0,"Wednesday","18020A
180RiversideBoulevardApartments"
"451",7212,2,2,1209,18,"2021-08-06","180","18G 
","https://www.equityapartments.com/new-york-city/upper-west-side/180-riverside-boulevard-apartments","2021-07-17","Bay Window
                        

                            Kitchen Backsplash
                        

                            Southern Exposure
                        

                            VIew of Hudson River
                        

                            Western Exposure
                        

                            Window in Kitchen
                        

                            Wrap Around Terrace","180 Riverside Boulevard Apartments","180 Riverside Blvd

Manhattan NY 10069","New York City",516,0,1,0,1,0,0,0,0,0,0,0,0,20,"Wednesday","18018G
180RiversideBoulevardApartments"
"452",2503,0,1,408,2,"2021-07-17","228","02F 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-coliseum-apartments","2021-07-17",NA,"Parc Coliseum Apartments","228 West 71st Street

Manhattan NY 10023","New York City",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Wednesday","22802F
ParcColiseumApartments"
"453",2600,0,1,325,14,"2021-07-17","228","14B 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-coliseum-apartments","2021-07-17","View of Manhattan Skyline","Parc Coliseum Apartments","228 West 71st Street

Manhattan NY 10023","New York City",177,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wednesday","22814B
ParcColiseumApartments"
"454",2765,0,1,369,14,"2021-09-10","228","14C 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-coliseum-apartments","2021-07-17","View of Manhattan Skyline","Parc Coliseum Apartments","228 West 71st Street

Manhattan NY 10023","New York City",177,0,0,0,0,0,0,0,0,0,0,0,0,55,"Wednesday","22814C
ParcColiseumApartments"
"455",3429,1,1,577,7,"2021-07-30","228","07G 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-coliseum-apartments","2021-07-17",NA,"Parc Coliseum Apartments","228 West 71st Street

Manhattan NY 10023","New York City",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"Wednesday","22807G
ParcColiseumApartments"
"456",3502,1,1,536,5,"2021-07-17","228","05K 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-coliseum-apartments","2021-07-17",NA,"Parc Coliseum Apartments","228 West 71st Street

Manhattan NY 10023","New York City",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Wednesday","22805K
ParcColiseumApartments"
"457",3520,1,1,586,3,"2021-08-13","228","03E 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-coliseum-apartments","2021-07-17",NA,"Parc Coliseum Apartments","228 West 71st Street

Manhattan NY 10023","New York City",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,"Wednesday","22803E
ParcColiseumApartments"
"458",3848,1,1,550,4,"2021-08-05","238","4B 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-coliseum-apartments","2021-07-17","Outdoor Patio Space","Parc Coliseum Apartments","228 West 71st Street

Manhattan NY 10023","New York City",177,0,0,0,0,0,0,0,0,0,0,0,0,19,"Wednesday","2384B
ParcColiseumApartments"
"459",4617,1,1,650,1,"2021-07-17","228","01E 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-coliseum-apartments","2021-07-17","Outdoor Patio Space
                        

                            Renovated
                        

                            Renovated","Parc Coliseum Apartments","228 West 71st Street

Manhattan NY 10023","New York City",177,0,0,0,0,0,0,0,0,0,0,1,0,0,"Wednesday","22801E
ParcColiseumApartments"
"460",2674,0,1,354,11,"2021-07-24","050","11M 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-77-apartments","2021-07-17",NA,"
Parc 77 Apartments","50 West 77th Street

Manhattan NY 10024","New York City",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Wednesday","05011M

Parc77Apartments"
"461",2678,0,1,363,10,"2021-07-17","050","10A 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-77-apartments","2021-07-17",NA,"
Parc 77 Apartments","50 West 77th Street

Manhattan NY 10024","New York City",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Wednesday","05010A

Parc77Apartments"
"462",2759,0,1,354,8,"2021-09-17","050","08M 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-77-apartments","2021-07-17",NA,"
Parc 77 Apartments","50 West 77th Street

Manhattan NY 10024","New York City",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,"Wednesday","05008M

Parc77Apartments"
"463",2855,0,1,412,9,"2021-07-23","050","09K 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-77-apartments","2021-07-17",NA,"
Parc 77 Apartments","50 West 77th Street

Manhattan NY 10024","New York City",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Wednesday","05009K

Parc77Apartments"
"464",3611,1,1,487,11,"2021-09-03","050","11F 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-77-apartments","2021-07-17",NA,"
Parc 77 Apartments","50 West 77th Street

Manhattan NY 10024","New York City",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,"Wednesday","05011F

Parc77Apartments"
"465",3731,1,1,504,8,"2021-08-06","050","08G 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-77-apartments","2021-07-17",NA,"
Parc 77 Apartments","50 West 77th Street

Manhattan NY 10024","New York City",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Wednesday","05008G

Parc77Apartments"
"466",3820,1,1,507,2,"2021-09-04","050","02G 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-77-apartments","2021-07-17","Outdoor Patio Space","
Parc 77 Apartments","50 West 77th Street

Manhattan NY 10024","New York City",137,0,0,0,0,0,0,0,0,0,0,0,0,49,"Wednesday","05002G

Parc77Apartments"
"467",4502,1,1,611,11,"2021-08-12","050","11D 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-77-apartments","2021-07-17","View of Manhattan and Central Park","
Parc 77 Apartments","50 West 77th Street

Manhattan NY 10024","New York City",137,0,0,0,0,0,0,0,0,0,0,0,0,26,"Wednesday","05011D

Parc77Apartments"
"468",6105,2,2,852,6,"2021-08-05","1","618 
","https://www.equityapartments.com/new-york-city/williamsburg/175-kent-apartments","2021-07-17","Eastern Exposure","175 Kent Apartments","175 Kent Avenue

Brooklyn NY 11249","New York City",113,0,0,1,0,0,0,0,0,0,0,0,0,19,"Wednesday","1618
175KentApartments"
"469",6263,2,2,1029,5,"2021-07-30","1","507 
","https://www.equityapartments.com/new-york-city/williamsburg/175-kent-apartments","2021-07-17","Western Exposure","175 Kent Apartments","175 Kent Avenue

Brooklyn NY 11249","New York City",113,0,0,0,1,0,0,0,0,0,0,0,0,13,"Wednesday","1507
175KentApartments"
"470",2373,0,1,342,8,"2021-07-17","041","08B 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-cameron-apartments","2021-07-17",NA,"Parc Cameron Apartments","41 West 86th St

Manhattan NY 10024","New York City",166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Wednesday","04108B
ParcCameronApartments"
"471",2438,0,1,320,6,"2021-07-21","041","06M 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-cameron-apartments","2021-07-17",NA,"Parc Cameron Apartments","41 West 86th St

Manhattan NY 10024","New York City",166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Wednesday","04106M
ParcCameronApartments"
"472",2480,0,1,320,8,"2021-07-17","041","08D 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-cameron-apartments","2021-07-17","View of Manhattan Skyline","Parc Cameron Apartments","41 West 86th St

Manhattan NY 10024","New York City",166,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wednesday","04108D
ParcCameronApartments"
"473",2615,0,1,320,12,"2021-08-13","041","12C 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-cameron-apartments","2021-07-17","View of Manhattan Skyline","Parc Cameron Apartments","41 West 86th St

Manhattan NY 10024","New York City",166,0,0,0,0,0,0,0,0,0,0,0,0,27,"Wednesday","04112C
ParcCameronApartments"
"474",2624,0,1,360,11,"2021-08-20","041","11C 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-cameron-apartments","2021-07-17","View of Manhattan Skyline","Parc Cameron Apartments","41 West 86th St

Manhattan NY 10024","New York City",166,0,0,0,0,0,0,0,0,0,0,0,0,34,"Wednesday","04111C
ParcCameronApartments"
"475",3814,1,1,575,12,"2021-07-17","041","12H 
","https://www.equityapartments.com/new-york-city/upper-west-side/parc-cameron-apartments","2021-07-17","View of Manhattan Skyline","Parc Cameron Apartments","41 West 86th St

Manhattan NY 10024","New York City",166,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wednesday","04112H
ParcCameronApartments"
"476",2033,1,1,748,1,"2021-09-16","001","1111","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,61,"Wednesday","0011111
TheLandingsatPortImperialApartments"
"477",2182,1,1,739,1,"2021-07-17","001","1153","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Views of Community Courtyards","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,0,"Wednesday","0011153
TheLandingsatPortImperialApartments"
"478",2186,1,1,700,1,"2021-09-02","002","2112","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Unit In Phase 4","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,47,"Wednesday","0022112
TheLandingsatPortImperialApartments"
"479",2186,1,1,700,1,"2021-09-28","004","4112","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Unit In Phase 4","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,73,"Wednesday","0044112
TheLandingsatPortImperialApartments"
"480",2217,1,1,700,2,"2021-07-17","002","2212","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Unit In Phase 4","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,0,"Wednesday","0022212
TheLandingsatPortImperialApartments"
"481",2232,1,1,739,1,"2021-09-02","001","1145","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Views of Community Courtyards","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,47,"Wednesday","0011145
TheLandingsatPortImperialApartments"
"482",2263,1,1,739,2,"2021-08-26","001","1245","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Views of Community Courtyards","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,40,"Wednesday","0011245
TheLandingsatPortImperialApartments"
"483",2263,1,1,739,2,"2021-08-28","001","1228","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Views of Community Courtyards","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,42,"Wednesday","0011228
TheLandingsatPortImperialApartments"
"484",2294,1,1,739,3,"2021-09-03","001","1345","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Views of Community Courtyards","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,48,"Wednesday","0011345
TheLandingsatPortImperialApartments"
"485",2323,1,1,825,1,"2021-10-11","001","1130","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Gas Fireplace in Living Room
                        

                            Renovated
                        

                            Views of Community Courtyards","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,1,0,0,0,1,0,86,"Wednesday","0011130
TheLandingsatPortImperialApartments"
"486",2354,1,1,825,2,"2021-07-21","001","1246","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Gas Fireplace in Living Room
                        

                            Renovated
                        

                            Views of Community Courtyards","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,1,0,0,0,1,0,4,"Wednesday","0011246
TheLandingsatPortImperialApartments"
"487",2397,1,1,739,3,"2021-08-12","001","1349","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Views of Community Courtyards","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,26,"Wednesday","0011349
TheLandingsatPortImperialApartments"
"488",2488,1,1,907,1,"2021-09-04","004","4110","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Unit In Phase 4","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,49,"Wednesday","0044110
TheLandingsatPortImperialApartments"
"489",2495,1,1,823,2,"2021-10-04","002","2202","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Unit In Phase 4","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,79,"Wednesday","0022202
TheLandingsatPortImperialApartments"
"490",2597,1,1,823,1,"2021-07-17","006","6110","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Unit In Phase 4
                        

                            View of West Side of Manhattan","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,0,"Wednesday","0066110
TheLandingsatPortImperialApartments"
"491",2731,1,1,907,3,"2021-07-22","006","6302","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Unit In Phase 4
                        

                            View of Outdoor Pool Area","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,5,"Wednesday","0066302
TheLandingsatPortImperialApartments"
"492",3047,2,2,1060,1,"2021-10-09","001","1143","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Views of Community Courtyards","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,84,"Wednesday","0011143
TheLandingsatPortImperialApartments"
"493",3291,2,2,1069,1,"2021-08-20","004","4101","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Unit In Phase 4","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,34,"Wednesday","0044101
TheLandingsatPortImperialApartments"
"494",3318,2,2,1150,2,"2021-07-21","001","1202","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Views of Community Courtyards","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,4,"Wednesday","0011202
TheLandingsatPortImperialApartments"
"495",3337,2,2,1103,2,"2021-09-04","001","1226","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Gas Fireplace in Living Room
                        

                            Renovated","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,1,0,0,0,1,0,49,"Wednesday","0011226
TheLandingsatPortImperialApartments"
"496",3419,2,2,1137,1,"2021-07-17","004","4109","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Unit In Phase 4
                        

                            View of Outdoor Pool Area","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,0,"Wednesday","0044109
TheLandingsatPortImperialApartments"
"497",3514,2,2,1150,2,"2021-08-11","006","6208","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Renovated
                        

                            Unit In Phase 4
                        

                            View of West Side of Manhattan","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,0,0,0,0,1,0,25,"Wednesday","0066208
TheLandingsatPortImperialApartments"
"498",4357,3,2,1356,1,"2021-07-29","001","1123","https://www.equityapartments.com/west-new-york/edgewater/the-landings-at-port-imperial-apartments","2021-07-17","Gas Fireplace in Living Room
                        

                            Renovated","
The Landings at Port Imperial Apartments","Four Avenue at Port Imperial

West New York NJ 07093","New York City",276,0,0,0,0,0,0,1,0,0,0,1,0,12,"Wednesday","0011123
TheLandingsatPortImperialApartments"
"499",3447,1,1,617,7,"2021-09-18","01","07E 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","Western Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,0,1,0,0,0,0,0,0,0,0,63,"Wednesday","0107E
303East83rdApartments"
"500",3468,1,1,617,10,"2021-08-14","01","10E 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","Western Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,0,1,0,0,0,0,0,0,0,0,28,"Wednesday","0110E
303East83rdApartments"
"501",3602,1,1,620,16,"2021-09-28","01","16C 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","Western Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,0,1,0,0,0,0,0,0,0,0,73,"Wednesday","0116C
303East83rdApartments"
"502",3619,1,1,617,24,"2021-07-17","01","24E 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","View of Empire State Building and Chrysler Building
                        

                            Western Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,0,1,0,0,0,0,0,0,0,0,0,"Wednesday","0124E
303East83rdApartments"
"503",3627,1,1,602,31,"2021-08-07","01","31H 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","Eastern Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,1,0,0,0,0,0,0,0,0,0,21,"Wednesday","0131H
303East83rdApartments"
"504",3649,1,1,602,32,"2021-07-17","01","32H 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","Eastern Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,1,0,0,0,0,0,0,0,0,0,0,"Wednesday","0132H
303East83rdApartments"
"505",3699,1,1,617,30,"2021-08-05","01","30E 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","View of Empire State Building and Chrysler Building
                        

                            Western Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,0,1,0,0,0,0,0,0,0,0,19,"Wednesday","0130E
303East83rdApartments"
"506",3700,1,1,620,32,"2021-07-17","01","32C 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","Western Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,0,1,0,0,0,0,0,0,0,0,0,"Wednesday","0132C
303East83rdApartments"
"507",3777,1,1,735,4,"2021-07-30","01","04D 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","Balcony
                        

                            King Size Bedroom
                        

                            Western Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,0,1,1,0,0,0,0,0,0,0,13,"Wednesday","0104D
303East83rdApartments"
"508",3806,1,1,617,32,"2021-09-09","01","32E 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","View of Empire State Building and Chrysler Building
                        

                            Western Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,0,1,0,0,0,0,0,0,0,0,54,"Wednesday","0132E
303East83rdApartments"
"509",3935,1,1,809,20,"2021-07-23","01","20J 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","Eastern Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,1,0,0,0,0,0,0,0,0,0,6,"Wednesday","0120J
303East83rdApartments"
"510",3958,1,1,809,14,"2021-09-07","01","14J 
","https://www.equityapartments.com/new-york-city/upper-east-side/303-east-83rd-apartments","2021-07-17","Eastern Exposure","303 East 83rd Apartments","303 E 83rd St.

Manhattan NY 10028","New York City",261,0,0,1,0,0,0,0,0,0,0,0,0,52,"Wednesday","0114J
303East83rdApartments"
